activity_id,viewer_id,movie_id,watch_date,watch_month,completion_pct,device,platform
A00415,V0040,M004,2025-04-27,2025-04,41,Mobile,iOS
A00416,V0040,M004,2025-05-08,2025-05,98,TV,iOS
A00417,V0041,M014,2025-03-28,2025-03,71,Laptop,iOS
A00418,V0041,M022,2025-02-05,2025-02,47,Mobile,Android
A00419,V0041,M011,2025-01-17,2025-01,55,TV,SmartTV
A00420,V0041,M006,2025-04-05,2025-04,41,Tablet,Android
A00421,V0041,M019,2025-01-11,2025-01,32,Tablet,Android
A00422,V0041,M001,2025-05-05,2025-05,20,Mobile,Android
A00423,V0041,M003,2025-03-14,2025-03,80,TV,Android
A00424,V0041,M005,2025-03-11,2025-03,77,Tablet,Android
A00425,V0042,M020,2025-01-10,2025-01,43,Tablet,iOS
A00426,V0042,M021,2025-03-19,2025-03,73,Mobile,Android
A00427,V0042,M007,2025-01-31,2025-01,32,Laptop,Android
A00428,V0042,M015,2025-02-23,2025-02,26,TV,iOS
A00429,V0042,M005,2025-05-02,2025-05,42,TV,iOS
A00430,V0042,M002,2025-04-04,2025-04,46,Tablet,Web
A00431,V0042,M011,2025-04-27,2025-04,33,Mobile,Android
A00432,V0043,M001,2025-05-05,2025-05,34,Mobile,Android
A00433,V0043,M024,2025-04-24,2025-04,94,Laptop,SmartTV
A00434,V0043,M007,2025-03-25,2025-03,34,Laptop,Android
A00435,V0043,M004,2025-03-02,2025-03,72,TV,SmartTV
A00436,V0043,M008,2025-01-19,2025-01,94,Tablet,iOS
A00437,V0043,M014,2025-02-07,2025-02,98,Tablet,Android
A00438,V0043,M013,2025-04-06,2025-04,78,TV,Web
A00439,V0044,M007,2025-03-27,2025-03,24,Mobile,Web
A00440,V0044,M005,2025-01-29,2025-01,78,Tablet,Android
A00441,V0044,M025,2025-03-29,2025-03,57,TV,Android
A00442,V0044,M019,2025-02-28,2025-02,72,Tablet,Android
A00443,V0044,M019,2025-05-02,2025-05,55,Mobile,SmartTV
A00444,V0044,M024,2025-03-05,2025-03,61,Tablet,Android
A00445,V0044,M019,2025-02-08,2025-02,20,Tablet,iOS
A00446,V0044,M002,2025-05-01,2025-05,84,Mobile,SmartTV
A00447,V0044,M017,2025-04-11,2025-04,32,Tablet,SmartTV
A00448,V0044,M008,2025-01-22,2025-01,21,Tablet,Android
A00449,V0045,M012,2025-03-17,2025-03,31,Mobile,SmartTV
A00450,V0045,M022,2025-03-20,2025-03,78,Mobile,SmartTV
A00451,V0045,M015,2025-02-05,2025-02,71,TV,Web
A00452,V0045,M021,2025-04-29,2025-04,20,Mobile,SmartTV
A00453,V0045,M023,2025-03-27,2025-03,24,Laptop,SmartTV
A00454,V0045,M025,2025-03-11,2025-03,98,TV,iOS
A00455,V0046,M024,2025-01-15,2025-01,66,Mobile,iOS
A00456,V0046,M013,2025-04-04,2025-04,99,Mobile,Web
A00457,V0046,M012,2025-02-14,2025-02,91,Mobile,Android
A00458,V0046,M005,2025-03-27,2025-03,89,Mobile,SmartTV
A00459,V0046,M024,2025-02-23,2025-02,48,Laptop,Web
A00460,V0046,M009,2025-04-19,2025-04,26,Mobile,Web
A00461,V0046,M012,2025-04-26,2025-04,84,Mobile,SmartTV
A00462,V0046,M023,2025-03-16,2025-03,99,Laptop,iOS
A00463,V0046,M007,2025-04-28,2025-04,30,Tablet,Android
A00464,V0046,M010,2025-01-20,2025-01,41,Laptop,iOS
A00465,V0046,M023,2025-02-07,2025-02,39,TV,iOS
A00466,V0046,M010,2025-04-17,2025-04,89,TV,SmartTV
A00467,V0047,M014,2025-04-24,2025-04,22,Laptop,Android
A00468,V0047,M003,2025-01-06,2025-01,86,Laptop,SmartTV
A00469,V0047,M019,2025-03-29,2025-03,61,Tablet,SmartTV
A00470,V0047,M015,2025-03-19,2025-03,36,Laptop,Android
A00471,V0047,M009,2025-02-28,2025-02,67,Laptop,iOS
A00472,V0047,M005,2025-04-01,2025-04,78,TV,Android
A00473,V0047,M023,2025-03-15,2025-03,42,TV,Android
A00474,V0047,M008,2025-01-30,2025-01,60,TV,SmartTV
A00475,V0047,M009,2025-04-05,2025-04,46,Mobile,Web
A00476,V0047,M012,2025-02-07,2025-02,77,TV,Web
A00477,V0047,M004,2025-01-07,2025-01,83,TV,SmartTV
A00478,V0047,M011,2025-02-09,2025-02,89,Laptop,Web
A00479,V0047,M016,2025-03-16,2025-03,38,Tablet,Web
A00480,V0048,M024,2025-05-03,2025-05,37,Mobile,Web
A00481,V0048,M001,2025-04-13,2025-04,48,Tablet,Web
A00482,V0048,M003,2025-03-25,2025-03,97,TV,Android
A00483,V0048,M025,2025-03-13,2025-03,22,Mobile,SmartTV
A00484,V0048,M022,2025-01-23,2025-01,70,TV,SmartTV
A00485,V0049,M020,2025-01-15,2025-01,66,Tablet,Android
A00486,V0049,M023,2025-04-20,2025-04,69,Laptop,iOS
A00487,V0049,M010,2025-03-30,2025-03,59,Tablet,iOS
A00488,V0049,M007,2025-04-24,2025-04,73,Tablet,Web
A00489,V0049,M006,2025-04-19,2025-04,73,TV,iOS
A00490,V0049,M005,2025-02-23,2025-02,80,Laptop,iOS
A00491,V0049,M019,2025-04-07,2025-04,20,Tablet,Web
A00492,V0049,M014,2025-02-14,2025-02,79,TV,Android
A00493,V0049,M006,2025-04-08,2025-04,90,Tablet,iOS
A00494,V0049,M010,2025-03-19,2025-03,91,Tablet,Android
A00495,V0049,M001,2025-01-01,2025-01,53,Laptop,SmartTV
A00496,V0049,M004,2025-03-15,2025-03,42,Tablet,Android
A00497,V0050,M004,2025-03-12,2025-03,28,Laptop,SmartTV
A00498,V0050,M019,2025-04-22,2025-04,100,Tablet,iOS
A00499,V0051,M017,2025-01-05,2025-01,40,Mobile,Android
A00500,V0051,M011,2025-04-29,2025-04,37,Laptop,Android
A00501,V0051,M002,2025-03-11,2025-03,73,Laptop,iOS
A00502,V0051,M010,2025-03-16,2025-03,29,TV,Android
A00503,V0051,M025,2025-01-25,2025-01,41,Laptop,Web
A00504,V0051,M022,2025-03-19,2025-03,66,Mobile,Web
A00505,V0051,M005,2025-01-04,2025-01,86,Laptop,Web
A00506,V0051,M025,2025-05-05,2025-05,63,TV,iOS
A00507,V0051,M007,2025-02-09,2025-02,48,TV,iOS
A00508,V0051,M014,2025-04-28,2025-04,34,TV,iOS
A00509,V0051,M016,2025-03-31,2025-03,66,TV,SmartTV
A00510,V0051,M020,2025-03-29,2025-03,58,Mobile,iOS
A00511,V0051,M008,2025-02-02,2025-02,38,TV,Web
A00512,V0052,M007,2025-02-03,2025-02,74,Mobile,iOS
A00513,V0052,M001,2025-05-04,2025-05,25,TV,iOS
A00514,V0052,M002,2025-01-16,2025-01,35,Laptop,iOS
A00515,V0052,M003,2025-03-19,2025-03,21,Mobile,iOS
A00516,V0052,M020,2025-02-22,2025-02,45,TV,Web
A00517,V0052,M001,2025-01-24,2025-01,55,Laptop,Web
A00518,V0053,M017,2025-03-03,2025-03,92,Mobile,iOS
A00519,V0053,M019,2025-01-04,2025-01,47,TV,Web
A00520,V0053,M006,2025-01-02,2025-01,32,TV,SmartTV
A00521,V0053,M012,2025-02-17,2025-02,33,TV,Web
A00522,V0053,M013,2025-04-19,2025-04,85,TV,SmartTV
A00523,V0053,M004,2025-03-22,2025-03,79,Mobile,Android
A00524,V0053,M016,2025-04-03,2025-04,56,Mobile,iOS
A00525,V0054,M016,2025-01-30,2025-01,56,Tablet,Web
A00526,V0054,M022,2025-04-24,2025-04,90,Tablet,Web
A00527,V0054,M014,2025-02-18,2025-02,80,Laptop,Android
A00528,V0054,M001,2025-05-06,2025-05,33,Tablet,SmartTV
A00529,V0054,M017,2025-01-22,2025-01,38,Tablet,SmartTV
A00530,V0054,M023,2025-01-27,2025-01,41,Mobile,Web
A00531,V0054,M007,2025-03-28,2025-03,96,Tablet,iOS
A00532,V0054,M008,2025-04-19,2025-04,83,Laptop,Web
A00533,V0054,M025,2025-04-13,2025-04,80,Tablet,SmartTV
A00534,V0054,M017,2025-03-13,2025-03,78,Mobile,iOS
A00535,V0054,M009,2025-05-06,2025-05,49,TV,iOS
A00536,V0054,M004,2025-01-14,2025-01,83,Mobile,Android
A00537,V0055,M020,2025-03-25,2025-03,58,Mobile,iOS
A00538,V0055,M022,2025-05-07,2025-05,45,Laptop,SmartTV
A00539,V0055,M016,2025-03-08,2025-03,63,Mobile,iOS
A00540,V0055,M014,2025-01-31,2025-01,77,Laptop,SmartTV
A00541,V0055,M015,2025-04-28,2025-04,24,TV,Web
A00542,V0055,M023,2025-02-12,2025-02,75,TV,Web
A00543,V0055,M023,2025-04-10,2025-04,34,Tablet,SmartTV
A00544,V0055,M016,2025-02-10,2025-02,27,Tablet,Web
A00545,V0055,M016,2025-04-07,2025-04,65,Laptop,Web
A00546,V0055,M002,2025-01-08,2025-01,25,TV,Web
A00547,V0055,M012,2025-01-07,2025-01,63,Tablet,iOS
A00548,V0055,M014,2025-03-30,2025-03,72,Laptop,iOS
A00549,V0055,M022,2025-03-04,2025-03,50,Laptop,iOS
A00550,V0055,M023,2025-01-17,2025-01,34,Laptop,Android
A00551,V0056,M018,2025-03-25,2025-03,78,Tablet,SmartTV
A00552,V0056,M009,2025-01-06,2025-01,80,Mobile,Web
A00553,V0057,M019,2025-04-10,2025-04,93,Mobile,SmartTV
A00554,V0057,M004,2025-02-22,2025-02,83,Laptop,Android
A00555,V0057,M020,2025-03-18,2025-03,75,TV,SmartTV
A00556,V0057,M021,2025-01-20,2025-01,47,Laptop,Web
A00557,V0057,M002,2025-03-18,2025-03,71,TV,iOS
A00558,V0057,M023,2025-01-25,2025-01,63,Laptop,iOS
A00559,V0057,M019,2025-05-02,2025-05,46,Laptop,iOS
A00560,V0057,M021,2025-03-19,2025-03,58,Tablet,Web
A00561,V0057,M007,2025-04-17,2025-04,52,Tablet,Android
A00562,V0057,M001,2025-02-17,2025-02,83,TV,SmartTV
A00563,V0057,M009,2025-04-22,2025-04,100,Mobile,Android
A00564,V0057,M012,2025-04-29,2025-04,50,TV,Web
A00565,V0057,M014,2025-04-16,2025-04,28,TV,SmartTV
A00566,V0057,M009,2025-03-15,2025-03,40,Laptop,Android
A00567,V0058,M008,2025-01-30,2025-01,44,Mobile,Android
A00568,V0058,M010,2025-04-29,2025-04,91,Tablet,SmartTV
A00569,V0058,M021,2025-01-10,2025-01,40,Laptop,Android
A00570,V0058,M001,2025-03-08,2025-03,90,TV,iOS
A00571,V0058,M024,2025-05-05,2025-05,27,Mobile,Web
A00572,V0058,M020,2025-03-18,2025-03,72,Laptop,iOS
A00573,V0058,M013,2025-02-05,2025-02,34,Mobile,Web
A00574,V0058,M016,2025-01-24,2025-01,96,Mobile,Web
A00575,V0058,M011,2025-04-10,2025-04,50,Tablet,Android
A00576,V0058,M005,2025-01-28,2025-01,47,Laptop,SmartTV
A00577,V0058,M014,2025-03-07,2025-03,27,Tablet,Web
A00578,V0058,M023,2025-01-29,2025-01,89,Tablet,SmartTV
A00579,V0058,M022,2025-03-05,2025-03,38,Laptop,SmartTV
A00580,V0058,M023,2025-04-05,2025-04,22,Mobile,iOS
A00581,V0059,M009,2025-04-09,2025-04,66,Mobile,Android
A00582,V0059,M015,2025-04-10,2025-04,70,Laptop,Web
A00583,V0059,M003,2025-03-02,2025-03,46,TV,SmartTV
A00584,V0059,M021,2025-03-23,2025-03,72,Mobile,Web
A00585,V0059,M003,2025-05-06,2025-05,72,Laptop,SmartTV
A00586,V0059,M004,2025-02-11,2025-02,53,Mobile,Web
A00587,V0059,M014,2025-03-25,2025-03,23,Mobile,Android
A00588,V0059,M021,2025-04-24,2025-04,37,Mobile,SmartTV
A00589,V0059,M007,2025-03-20,2025-03,93,Mobile,iOS
A00590,V0060,M008,2025-02-03,2025-02,72,Laptop,SmartTV
A00591,V0060,M016,2025-02-04,2025-02,42,Laptop,Web
A00592,V0060,M007,2025-01-22,2025-01,67,TV,SmartTV
A00593,V0060,M013,2025-02-27,2025-02,22,TV,iOS
A00594,V0060,M015,2025-02-20,2025-02,41,Mobile,SmartTV
A00595,V0060,M020,2025-04-20,2025-04,53,TV,iOS
A00596,V0060,M012,2025-02-13,2025-02,35,Mobile,SmartTV
A00597,V0061,M022,2025-05-07,2025-05,48,TV,Android
A00598,V0061,M009,2025-03-15,2025-03,83,Tablet,Android
A00599,V0061,M014,2025-02-22,2025-02,47,Laptop,Android
A00600,V0061,M014,2025-02-16,2025-02,38,Mobile,Web
A00601,V0061,M009,2025-03-02,2025-03,77,TV,Web
A00602,V0061,M019,2025-04-28,2025-04,21,Tablet,Android
A00603,V0061,M011,2025-04-12,2025-04,47,Tablet,SmartTV
A00604,V0061,M024,2025-03-07,2025-03,32,Mobile,iOS
A00605,V0061,M011,2025-03-02,2025-03,65,Mobile,iOS
A00606,V0061,M009,2025-04-08,2025-04,70,Laptop,Android
A00607,V0061,M018,2025-01-11,2025-01,42,Laptop,Android
A00608,V0061,M017,2025-05-07,2025-05,79,TV,iOS
A00609,V0061,M011,2025-04-21,2025-04,53,Mobile,Web
A00610,V0061,M002,2025-02-02,2025-02,55,Laptop,SmartTV
A00611,V0061,M010,2025-03-09,2025-03,53,Laptop,SmartTV
A00612,V0061,M006,2025-03-22,2025-03,82,TV,SmartTV
A00613,V0062,M007,2025-02-08,2025-02,49,TV,iOS
A00614,V0062,M016,2025-03-08,2025-03,79,Tablet,iOS
A00615,V0062,M016,2025-01-11,2025-01,65,Tablet,SmartTV
A00616,V0063,M004,2025-02-07,2025-02,64,Mobile,Android
A00617,V0063,M010,2025-02-16,2025-02,85,Laptop,Android
A00618,V0063,M019,2025-01-02,2025-01,93,TV,SmartTV
A00619,V0063,M003,2025-03-05,2025-03,32,Laptop,iOS
A00620,V0063,M010,2025-02-01,2025-02,67,Mobile,Web
A00621,V0063,M005,2025-01-08,2025-01,78,Tablet,SmartTV
A00622,V0063,M021,2025-03-10,2025-03,20,Laptop,iOS
A00623,V0063,M021,2025-04-26,2025-04,92,TV,Android
A00624,V0063,M002,2025-03-14,2025-03,27,Mobile,SmartTV
A00625,V0063,M003,2025-04-13,2025-04,42,TV,SmartTV
A00626,V0063,M003,2025-01-06,2025-01,40,Tablet,SmartTV
A00627,V0063,M010,2025-02-09,2025-02,58,Tablet,SmartTV
A00628,V0063,M024,2025-03-21,2025-03,97,TV,Web
A00629,V0063,M022,2025-01-25,2025-01,85,TV,SmartTV
A00630,V0063,M015,2025-04-10,2025-04,54,Tablet,iOS
A00631,V0063,M025,2025-04-19,2025-04,98,TV,SmartTV
A00632,V0063,M021,2025-04-20,2025-04,25,Laptop,SmartTV
A00633,V0064,M021,2025-02-09,2025-02,87,Mobile,Web
A00634,V0064,M015,2025-04-22,2025-04,81,Laptop,Android
A00635,V0064,M005,2025-03-18,2025-03,86,Tablet,Web
A00636,V0064,M019,2025-01-13,2025-01,29,Mobile,iOS
A00637,V0064,M017,2025-04-19,2025-04,32,Tablet,Web
A00638,V0064,M012,2025-03-07,2025-03,30,Mobile,iOS
A00639,V0064,M024,2025-04-29,2025-04,43,Tablet,iOS
A00640,V0064,M003,2025-04-17,2025-04,58,Laptop,SmartTV
A00641,V0064,M025,2025-04-26,2025-04,53,Laptop,Android
A00642,V0065,M006,2025-01-21,2025-01,97,Laptop,iOS
A00643,V0065,M014,2025-01-05,2025-01,70,Mobile,iOS
A00644,V0065,M006,2025-05-03,2025-05,71,Tablet,Web
A00645,V0065,M020,2025-04-03,2025-04,70,Laptop,iOS
A00646,V0065,M005,2025-02-04,2025-02,44,Mobile,iOS
A00647,V0065,M023,2025-02-18,2025-02,46,Tablet,Android
A00648,V0065,M021,2025-03-03,2025-03,100,TV,iOS
A00649,V0065,M010,2025-04-29,2025-04,80,Tablet,iOS
A00650,V0066,M006,2025-02-09,2025-02,76,Tablet,SmartTV
A00651,V0066,M001,2025-04-26,2025-04,51,TV,Web
A00652,V0066,M019,2025-04-11,2025-04,62,Mobile,iOS
A00653,V0066,M021,2025-04-21,2025-04,83,Laptop,iOS
A00654,V0066,M016,2025-04-13,2025-04,85,Tablet,Android
A00655,V0067,M017,2025-01-05,2025-01,93,Laptop,iOS
A00656,V0067,M009,2025-04-17,2025-04,34,Tablet,Web
A00657,V0067,M015,2025-04-22,2025-04,40,Laptop,Android
A00658,V0068,M012,2025-04-23,2025-04,84,TV,Web
A00659,V0068,M020,2025-04-30,2025-04,57,Tablet,SmartTV
A00660,V0068,M022,2025-04-03,2025-04,40,TV,Web
A00661,V0068,M023,2025-01-23,2025-01,81,TV,Android
A00662,V0068,M007,2025-02-10,2025-02,82,Mobile,SmartTV
A00663,V0068,M016,2025-03-19,2025-03,46,Mobile,iOS
A00664,V0068,M012,2025-03-08,2025-03,40,TV,iOS
A00665,V0068,M003,2025-03-28,2025-03,34,TV,iOS
A00666,V0068,M018,2025-02-27,2025-02,53,Laptop,Web
A00667,V0068,M025,2025-01-12,2025-01,54,TV,iOS
A00668,V0068,M023,2025-01-13,2025-01,78,Mobile,iOS
A00669,V0068,M020,2025-01-27,2025-01,25,Mobile,Android
A00670,V0068,M021,2025-01-31,2025-01,66,TV,Web
A00671,V0068,M023,2025-04-24,2025-04,83,Mobile,Android
A00672,V0068,M021,2025-04-04,2025-04,37,Mobile,Android
A00673,V0068,M015,2025-04-17,2025-04,51,Tablet,Web
A00674,V0068,M010,2025-02-13,2025-02,54,Laptop,SmartTV
A00675,V0069,M021,2025-03-04,2025-03,87,Tablet,Android
A00676,V0069,M005,2025-04-20,2025-04,72,Tablet,Web
A00677,V0069,M001,2025-04-24,2025-04,21,Mobile,iOS
A00678,V0069,M011,2025-03-22,2025-03,41,Tablet,iOS
A00679,V0069,M013,2025-01-10,2025-01,39,Mobile,Web
A00680,V0069,M014,2025-04-13,2025-04,90,Laptop,Web
A00681,V0069,M012,2025-01-03,2025-01,87,TV,SmartTV
A00682,V0069,M015,2025-02-22,2025-02,99,Tablet,Web
A00683,V0069,M021,2025-04-14,2025-04,58,Mobile,iOS
A00684,V0069,M018,2025-03-27,2025-03,36,Laptop,Android
A00685,V0069,M003,2025-03-21,2025-03,63,TV,iOS
A00686,V0069,M001,2025-03-08,2025-03,58,Tablet,iOS
A00687,V0069,M024,2025-01-16,2025-01,53,Laptop,iOS
A00688,V0070,M025,2025-02-01,2025-02,58,Mobile,SmartTV
A00689,V0070,M011,2025-03-02,2025-03,94,TV,Web
A00690,V0070,M010,2025-03-14,2025-03,93,TV,SmartTV
A00691,V0071,M024,2025-03-05,2025-03,61,TV,Web
A00692,V0071,M015,2025-01-26,2025-01,74,Tablet,iOS
A00693,V0071,M003,2025-01-16,2025-01,36,Tablet,Android
A00694,V0071,M015,2025-01-20,2025-01,87,Tablet,SmartTV
A00695,V0071,M009,2025-05-08,2025-05,74,Tablet,SmartTV
A00696,V0071,M024,2025-04-17,2025-04,38,TV,SmartTV
A00697,V0071,M023,2025-04-28,2025-04,85,Mobile,Android
A00698,V0071,M015,2025-05-02,2025-05,40,Laptop,iOS
A00699,V0071,M020,2025-04-15,2025-04,35,Laptop,Web
A00700,V0071,M002,2025-02-09,2025-02,67,Laptop,Web
A00701,V0071,M010,2025-03-17,2025-03,23,TV,Android
A00702,V0071,M019,2025-04-18,2025-04,59,Laptop,Android
A00703,V0071,M006,2025-05-06,2025-05,35,Laptop,iOS
A00704,V0071,M002,2025-04-17,2025-04,93,Laptop,SmartTV
A00705,V0071,M011,2025-04-07,2025-04,97,TV,Android
A00706,V0071,M017,2025-04-28,2025-04,77,TV,Web
A00707,V0071,M003,2025-04-15,2025-04,49,Tablet,Web
A00708,V0071,M018,2025-01-12,2025-01,76,Laptop,iOS
A00709,V0072,M023,2025-01-07,2025-01,100,Laptop,iOS
A00710,V0072,M021,2025-01-22,2025-01,99,Mobile,Android
A00711,V0072,M025,2025-05-02,2025-05,22,Mobile,Android
A00712,V0072,M001,2025-03-12,2025-03,51,Tablet,iOS
A00713,V0072,M018,2025-03-24,2025-03,95,Mobile,SmartTV
A00714,V0072,M001,2025-03-29,2025-03,43,Tablet,iOS
A00715,V0072,M017,2025-03-23,2025-03,52,Mobile,iOS
A00716,V0073,M018,2025-02-13,2025-02,38,TV,Web
A00717,V0073,M025,2025-01-23,2025-01,59,Tablet,Android
A00718,V0073,M002,2025-03-25,2025-03,23,Mobile,Web
A00719,V0073,M013,2025-01-26,2025-01,38,Tablet,Web
A00720,V0073,M009,2025-04-07,2025-04,26,TV,Android
A00721,V0074,M008,2025-05-07,2025-05,84,Tablet,iOS
A00722,V0074,M009,2025-01-16,2025-01,79,Tablet,iOS
A00723,V0074,M016,2025-01-08,2025-01,49,Mobile,Web
A00724,V0074,M018,2025-01-26,2025-01,91,TV,Web
A00725,V0074,M019,2025-04-15,2025-04,30,TV,Android
A00726,V0074,M012,2025-02-13,2025-02,88,Tablet,SmartTV
A00727,V0074,M002,2025-01-01,2025-01,99,Laptop,Android
A00728,V0074,M001,2025-01-16,2025-01,54,Laptop,SmartTV
A00729,V0074,M012,2025-02-24,2025-02,85,Laptop,iOS
A00730,V0074,M006,2025-01-18,2025-01,31,Tablet,iOS
A00731,V0074,M005,2025-03-13,2025-03,46,Laptop,Web
A00732,V0074,M021,2025-03-08,2025-03,77,Laptop,Android
A00733,V0074,M022,2025-03-24,2025-03,46,Tablet,Web
A00734,V0074,M001,2025-02-04,2025-02,20,Tablet,iOS
A00735,V0074,M001,2025-02-14,2025-02,91,Tablet,SmartTV
A00736,V0074,M018,2025-01-21,2025-01,29,Mobile,SmartTV
A00737,V0074,M022,2025-02-01,2025-02,68,Laptop,SmartTV
A00738,V0074,M006,2025-01-03,2025-01,79,Laptop,Android
A00739,V0074,M015,2025-01-03,2025-01,22,Laptop,Web
A00740,V0074,M007,2025-01-24,2025-01,100,Laptop,Android
A00741,V0075,M016,2025-04-03,2025-04,55,Tablet,Android
A00742,V0075,M001,2025-02-20,2025-02,70,Mobile,Web
A00743,V0075,M019,2025-05-07,2025-05,90,TV,Android
A00744,V0075,M003,2025-02-02,2025-02,28,TV,Web
A00745,V0075,M019,2025-02-28,2025-02,55,TV,iOS
A00746,V0075,M023,2025-03-06,2025-03,91,Tablet,iOS
A00747,V0075,M014,2025-01-14,2025-01,75,Tablet,Web
A00748,V0075,M004,2025-04-30,2025-04,66,Mobile,Android
A00749,V0075,M002,2025-03-13,2025-03,88,Tablet,Web
A00750,V0076,M013,2025-02-19,2025-02,30,Mobile,Android
A00751,V0076,M023,2025-04-19,2025-04,51,TV,Android
A00752,V0077,M010,2025-01-17,2025-01,100,Mobile,iOS
A00753,V0077,M016,2025-04-21,2025-04,95,Laptop,Web
A00754,V0077,M008,2025-01-28,2025-01,50,Laptop,iOS
A00755,V0077,M011,2025-03-02,2025-03,96,Tablet,iOS
A00756,V0077,M021,2025-04-25,2025-04,35,Mobile,iOS
A00757,V0077,M002,2025-04-07,2025-04,28,TV,iOS
A00758,V0077,M015,2025-01-15,2025-01,98,Tablet,iOS
A00759,V0077,M004,2025-01-15,2025-01,26,Laptop,SmartTV
A00760,V0077,M013,2025-01-25,2025-01,72,TV,iOS
A00761,V0077,M015,2025-04-09,2025-04,74,Mobile,Web
A00762,V0077,M021,2025-01-07,2025-01,86,Laptop,Android
A00763,V0077,M004,2025-01-27,2025-01,96,Mobile,Android
A00764,V0078,M005,2025-03-07,2025-03,73,Tablet,SmartTV
A00765,V0078,M006,2025-03-04,2025-03,25,Mobile,Android
A00766,V0078,M010,2025-04-22,2025-04,65,Laptop,Android
A00767,V0078,M005,2025-05-01,2025-05,97,Laptop,Web
A00768,V0078,M012,2025-01-03,2025-01,95,TV,iOS
A00769,V0078,M008,2025-01-14,2025-01,64,TV,Android
A00770,V0078,M021,2025-02-21,2025-02,63,TV,SmartTV
A00771,V0078,M023,2025-04-30,2025-04,62,Laptop,Web
A00772,V0078,M014,2025-03-26,2025-03,33,Tablet,iOS
A00773,V0078,M016,2025-02-26,2025-02,48,TV,SmartTV
A00774,V0078,M020,2025-02-24,2025-02,81,Laptop,SmartTV
A00775,V0078,M007,2025-04-13,2025-04,20,Laptop,iOS
A00776,V0078,M003,2025-04-02,2025-04,91,Mobile,Android
A00777,V0078,M010,2025-04-23,2025-04,100,Laptop,iOS
A00778,V0078,M001,2025-02-20,2025-02,56,TV,Android
A00779,V0078,M009,2025-02-14,2025-02,90,TV,Android
A00780,V0078,M007,2025-01-06,2025-01,53,Mobile,iOS
A00781,V0078,M022,2025-02-05,2025-02,34,Laptop,Android
A00782,V0078,M010,2025-04-27,2025-04,67,Laptop,Android
A00783,V0078,M017,2025-04-22,2025-04,28,Mobile,Android
A00784,V0079,M007,2025-02-19,2025-02,68,Laptop,Web
A00785,V0079,M020,2025-04-20,2025-04,51,Mobile,Android
A00786,V0079,M018,2025-03-17,2025-03,61,TV,iOS
A00787,V0079,M021,2025-03-13,2025-03,85,Tablet,Android
A00788,V0079,M024,2025-01-21,2025-01,98,Mobile,Android
A00789,V0079,M017,2025-04-10,2025-04,85,Laptop,SmartTV
A00790,V0080,M015,2025-02-15,2025-02,67,Tablet,SmartTV
A00791,V0080,M016,2025-03-10,2025-03,71,Mobile,Android
A00792,V0080,M008,2025-02-21,2025-02,50,Tablet,Android
A00793,V0080,M010,2025-04-19,2025-04,93,TV,Web
A00794,V0080,M009,2025-01-22,2025-01,30,Laptop,SmartTV
A00795,V0080,M017,2025-04-01,2025-04,94,Mobile,SmartTV
A00796,V0080,M017,2025-03-28,2025-03,77,Tablet,SmartTV
A00797,V0080,M014,2025-04-05,2025-04,60,Laptop,SmartTV
A00798,V0080,M001,2025-02-15,2025-02,49,Laptop,iOS
A00799,V0080,M012,2025-01-22,2025-01,84,Mobile,Web
A00800,V0080,M008,2025-01-26,2025-01,29,Laptop,iOS
A00801,V0080,M018,2025-02-21,2025-02,45,Laptop,Web
A00802,V0080,M010,2025-03-12,2025-03,97,TV,Web
A00803,V0080,M001,2025-03-18,2025-03,64,Tablet,SmartTV
A00804,V0080,M019,2025-01-04,2025-01,85,TV,SmartTV
A00805,V0080,M008,2025-02-28,2025-02,46,Tablet,Android
A00806,V0080,M017,2025-04-30,2025-04,79,Laptop,iOS
A00807,V0080,M011,2025-02-18,2025-02,73,TV,SmartTV
A00808,V0081,M018,2025-01-08,2025-01,37,TV,Web
A00809,V0081,M024,2025-01-03,2025-01,65,Laptop,Android
A00810,V0081,M014,2025-04-19,2025-04,71,Laptop,Web
A00811,V0081,M019,2025-01-06,2025-01,24,TV,Android
A00812,V0081,M011,2025-04-11,2025-04,46,Tablet,iOS
A00813,V0081,M018,2025-04-09,2025-04,80,Mobile,Web
A00814,V0081,M019,2025-04-26,2025-04,58,Mobile,Android
A00815,V0081,M004,2025-02-15,2025-02,97,Tablet,iOS
A00816,V0081,M006,2025-02-20,2025-02,69,Laptop,Android
A00817,V0081,M008,2025-03-16,2025-03,87,Mobile,SmartTV
A00818,V0081,M002,2025-04-05,2025-04,21,TV,Web
A00819,V0081,M014,2025-04-11,2025-04,34,TV,SmartTV
A00820,V0081,M016,2025-01-18,2025-01,46,TV,Android
A00821,V0081,M010,2025-04-21,2025-04,80,TV,Web
A00822,V0081,M019,2025-02-21,2025-02,78,Laptop,Android
A00823,V0081,M001,2025-02-06,2025-02,28,Tablet,Android
A00824,V0082,M011,2025-05-06,2025-05,79,Mobile,iOS
A00825,V0082,M010,2025-04-27,2025-04,58,Tablet,Android
A00826,V0082,M014,2025-03-05,2025-03,99,Tablet,SmartTV
A00827,V0082,M013,2025-02-16,2025-02,92,Mobile,SmartTV
A00828,V0082,M023,2025-01-12,2025-01,40,Laptop,Web
A00829,V0082,M022,2025-01-18,2025-01,47,Tablet,SmartTV
A00830,V0082,M025,2025-02-01,2025-02,29,Mobile,Web
A00831,V0082,M014,2025-04-26,2025-04,52,TV,iOS
